"recordIdentifier","recordType","organizationIdentifier","programIdentifier","memberIdentifier","previousMemberIdentifier","memberStatus","fullName","firstName","middleName","lastName","streetLine1","streetLine2","city","state","postalCode","country","phoneNumber","emailAddress"
"9aa7747e-7c34-4486-b889-ed9cfdf22e27","MEM_SYN","100","13","923","NULL","OPEN","NULL","vyqoxzjlkqzauCjnsbjs","NULL","NULL","1yag jfhth0hyry7pkwq","Mjorq3bXzrgCwgfrqlzl","qwkmjsdvyoyb twdyf m","NULL","svbfxupsztqz Haqhnjo","NULL","xyphlcqYes yuoojl E","NULL"
"94e3d1e1-47bb-48d0-903c-8a508664c727","MEM_SYN","100","13","924","NULL","OPEN","NULL","NULL","hm z1f 2wpl9kw6gfbjb","NULL","oodcGtibstpo6zixdvpL","NULL","NULL","NULL","NULL","NULL","dcky phVw hhp  xw2gh","yiYqtpsgBdJzUNowrc y"
"c5ee7398-ffa4-445d-9ba4-598e735b63cb","MEM_SYN","100","13","925","NULL","OPEN","NULL","atlhccwqsftvrid4y di","NULL","NULL","NULL","p aajvKvwyycbeb byab","2nc whfmhyuopyykNvvG","NULL","hirvusbpv mhymrwr4i ","NULL","NULL","slGu t6bpxjihsotbpmD"
"6a5bffd4-c37f-4661-a69f-4c0bc4dfa653","MEM_SYN","100","13","928","NULL","OPEN","NULL","9mv yahfeunK4 xg bju","tqajd  jwthu4Hrcnyrq","NULL","NULL","NULL","ywhmcnhbgeeyUuc uvvz","NULL","NULL","NULL","sw51nxusinfhrCuy sl","NULL"
"ac827337-0c73-41c5-9489-9107b998860a","MEM_SYN","100","13","929","NULL","OPEN","NULL","NULL","NULL","zsy4WjntguZdjq2ms5re","ppomLdkjtvbvofddinbe","NULL","0qclgvNalcaievpjXpxi"," j zdsnrqpxc ebcKgbo","yOsqka rtqsp zlWuqMu","NULL","NULL","NULL"
"fca52138-9e80-46bd-8ad4-e9edb394821e","MEM_SYN","100","13","930","NULL","OPEN","leemeRsz 1qvgpqyoK H","aiGCyirN irHhskVdFwC","NULL","kg aublrAot0hhvqaqm ","NULL","NULL","msyzbiiwlfierjxtudel","NULL","NULL","NULL","NULL","  deupiscqntlufmixup"
"f7af3d29-40ad-4328-a331-bd209f2b0a92","MEM_SYN","100","13","931","NULL","OPEN","NULL","elsak8ciu1c Tlztr0o6","NULL","egyptmqiyosytertf iU","kksfzgybAfjoeqnvgugd"," ilrzzpvawvtyEbXbca ","sbptuIfborrlryoqeMnB","y7h XlgmaDra tzisuv2","NULL","uqyh jrwriwtjnatpgWv","nzcmko0w Rsgnrtrtvw3","NULL"
"bd2a2e62-2b1f-42df-b2b5-2bd10a146191","MEM_SYN","100","13","932","NULL","OPEN","mhUjhb 6Djbrwerxlwyz","6tiUtkcadoobfktlsio ","r 2uKtigy1rtisjelMve","cUkxc equuzty9hXzqor","NULL","69l fqcbcddpzbxod3 c","NULL","gfb8fkswlg pva  ipxg","NULL","NULL","gvptjm2kpqmkwyzxBs2x","NULL"
"960a5220-1010-4769-84f6-8a8ae7ce3acd","MEM_SYN","100","13","933","NULL","OPEN","ixuynpnR3zcMBnyxxu6g","NULL","NULL","NULL","NULL","cx mfbsii h8gszesxhy","qHlfdnaxqepkqcihjjvo","d xwk uedppsejidVngk","cnozeseugyzhxp xmjzl","20 Le lcgtyhzlhcqKxz","NULL","3iuvsd sfw1henrQgkmh"
"1ebc2027-4ec3-4254-9b8b-794e8d4b838a","MEM_SYN","100","13","936","NULL","OPEN","NULL","NULL","NULL","xmxC lelserso uaHlkf","NULL","6giekre 9zgeJlDvuifr","xyxnwtcgjtwaTvivUt8x","ayw 6OtzdlZzvLc0Phcs","NULL","vqnWkbegjzam caax Tu","Qoinnpwj1zyke0a uqfr","knl u0pnv MyenlgjHpe"
"062af503-20a2-470a-9f86-ee5119f22a76","MEM_SYN","100","13","938","NULL","OPEN","qsl5rvbzjqjf6spknPzx","o zjuo0enwiHrwhhwu h","NULL","0vdLimwuuhwwkvd6pwid","SaMixhzptqbmfrhi2slx","NULL","NULL","NULL","zstoejlrhjyezrsxieat","NULL","du bkXduemofcxgtmrE","NULL"
"f28eea4d-3065-4cb5-9554-968b820f0ba6","MEM_SYN","100","13","939","NULL","OPEN","NULL","NULL","dIreykrjzijfxhbphE b","sarjfjfpvp6pmc speoC","NULL","NULL","c3lu lsxmnMms gi pk ","yZidytcNaylof4ldt5sp","NULL","hn ckwlavfmblncnvpcf","wwf9rl0eyMeaqhjw Aap","NULL"
"b27ea976-992e-4981-9b74-16ee8052d890","MEM_SYN","100","13","940","NULL","OPEN","h nxf7gy7aYdgsgthdso","NULL","NULL","NULL","NULL","2hhfwruivkodpycph4yO","jkmfhk2hyrxftcb RYkc","NULL"," b cs7sjfzxpycozfd6 ","NULL","gseFibtihv go1hmqfvb","cs ckspg7tko iosfnuK"
"74c30bba-ff82-4269-a5d4-5fcdf0bef524","MEM_SYN","100","13","942","NULL","OPEN","NULL","NULL","NULL","NULL","pa9 W0e8cyeee hpdozp","NULL","NULL","NULL","NULL","NULL","inpnqepgqjjf to3axo","NULL"
"0265ab0e-f2a4-4531-af6c-02da6821442b","MEM_SYN","100","13","943","NULL","OPEN","NULL","NULL","dqnmoyN6yfFbf sgxrqs","NULL","NULL","NULL","ysnmhl O pkcpv3gy5hq","NULL","NULL","uh hjiCz3soshioh1zl4","rhzwmncdfv97z3WKqdo","NULL"
"c6efc9b9-008f-40a3-83ff-dddb1c9d1a6c","MEM_SYN","100","13","948","NULL","CLOSED","r3klpXIfvfbJta01dulh","hgguictd 6eWphhxfaew","i nwcnxosw1kklnf1lFq","hbm1re j k0y83d5fr x","NULL","ajarrNdbgTddtgrt7ovM","  pd mjQzlyhuquj8tW ","NULL","kQwsiCGnxitgjdftkbg5","NULL","hfj0mmxjbkvolgsvxkl","NULL"
"e828af55-126d-475d-83f2-1b27dd5bf873","MEM_SYN","100","13","949","NULL","OPEN","NULL","NULL","NULL","NULL","   z4ljqlgbhzgzbzmjf","z slb xl28 rkebbjywa","ijfuqtshdbtF ighj0Np","NULL","p iGep rbzqbqp2hvv5d","NULL","NULL","zn eqdp bwckqh6rxOvt"
"ba5891b8-a497-43df-b418-255a7cf923ed","MEM_SYN","100","13","950","NULL","OPEN","y0Qwxghofnzro Rkkd u","NULL","deFweb llhmrqzntsveh","NULL","g l hasVwepDmufxKeux","cRovedsfBqmzi z M5hp","NULL","ayu gbvzvwukjcmqzxdq","vnrh l6pavqpiccf gow","pzrrqb 8appqzjhZx h ","NULL","w8pN8km sxraRpjinTl9"
"39afd207-df31-430c-a55b-2839b7d9b3f5","MEM_SYN","100","13","951","NULL","OPEN","jwoezu vzeqvwtxwzmpt","NULL","NULL"," f2hzhm  hgyjiMkzyga","NULL","NULL","vF8nkXc6cRznGukfg2Fi","emit b0Xzajil dprguG","NULL","NULL","NULL","rzbn sjpnwlxgwn5tur "
"ab23be21-e9f7-41f3-b840-f09314f3aa9a","MEM_SYN","100","13","952","NULL","OPEN","jEcyl ni wjsejmcigns","NULL","NULL","NULL","NULL","NULL","NULL","NULL","zmrgi norlzjjsIho9lM","NULL","NULL","ohligub uV9vxi zl yp"
"e5b3d955-1d02-451d-8002-03a6a53ef02d","MEM_SYN","100","13","953","NULL","OPEN","NULL","InAxiaMgygwhfvod 76f","5enh Ms73sfhh uldgn4","NULL","NULL","fpeohfwvp l 3mtbzadp","NULL","NULL","NULL","NULL","p F4x3GhuxnviwvhzDn","kjfkFqrEkwdldradVdhp"
"4f2c942f-c2db-4fa9-ac3b-673e30e9e41c","MEM_SYN","100","13","955","NULL","OPEN","mnh6ze2u lvf   dadds","rqa2 nvyhepXaym mwc ","NULL","NULL","Krkm  H hbjOwzzaod x","yclCpdqmeicdQeogkphk","Wkki cemquyf e gk18j","NULL","NULL","TseuvrbaqlkUNr ekbv3","NULL","NULL"
"08147c19-d718-40ac-8700-62ecf86267b2","MEM_SYN","100","13","956","NULL","OPEN","qfrytv xor9v6d 4bg y","NULL","ejlms1p yiedpevenqhP","NULL","NULL","NULL","ZwCzhivvgfyvm  xdhxz","Lhunr cNybhn2d jc3x ","fdkqyocigexCnlqwA Hq","krp  r7mmxkx0yvjzenl","qy p4dwaiwTdiVbrjjb","ayedsnfnet8f4rlf4eol"
"98954d8c-eeb3-47c9-8f75-8c559d4d24ab","MEM_SYN","100","13","957","NULL","OPEN","ltwvltgilykpvfetjkul","tbZha ohpxaeuipxywox","NULL","NULL","NULL","NULL","iiubq ugnnimI1dEirwc"," tj2vy rttuSN5gtwPlm","NULL","bmzJ vnhhuxbqakliyj7","s us9qa Sk4cioyh9oo","NULL"
"702bce60-2298-4d2e-bf9b-c524182f0d56","MEM_SYN","100","13","958","NULL","OPEN"," txrhh1pDkzixuhoezzf","NULL","NULL","z rRicnjiyzdqsfqw pg","NULL","NULL","xvhfyu zskwQnkqda4eb","t sxlppzu GzeomqbDr1","a1d mnxawa0kHb 1dn p","NULL","wwo3mrq mq91qmkkcSq","NULL"
"5490de0f-3f25-41d4-9f8a-7dc2e2faf534","MEM_SYN","100","13","963","NULL","OPEN"," 8iykzptldnnc1hbl  j","NULL","hd nhh1x mudate0Iw z","NULL","NULL"," sskxdrCq0Dnjhdoqtg ","oyqNlX4uywaawwynesfp","oldijupu7g Zamjr Ats","cypc y 7yv9c4j1bcLif","om ndpxCtuciY lhdclc","NULL","NULL"
"f6e493d9-64d0-4888-a5a0-aa43b165643f","MEM_SYN","100","13","964","NULL","OPEN","NULL","Aigpncmfvo v r9nemlh","t tntk ekjnushyzm ni","NULL","NULL","barjrqbQfpryx1ne hoh","NULL","NULL","j y wmxkdz1ph ueorw ","p e9ejwse Vhjgdrzu b","psNshdpkfe xpf0k ipm","tgn8v tu8wijxrwypv b"
"53c88104-7eb6-4a77-9882-46bdbe483841","MEM_SYN","100","13","966","NULL","OPEN","NULL","NULL","NULL","cYtewLjanspvUm7swhhi","NULL","np0ot4ikggrsjhhwmxbn","NULL","NULL"," jxfuhymk SllrmrfcaH","NULL","oqzt i kqdz82MOeyent","fbjraDy kZ hqiepni4c"
"c0a82e8e-544b-4acf-8aac-94ae94920ea6","MEM_SYN","100","13","967","NULL","OPEN","urkzxcgvuo1ttpmpguti","awx i bf gptoVvgv oz","thwxxvhWqnr zheyco x","NULL","NULL","NULL","NULL","ezvunzmfwdU hzcMaapz","NULL","w f8nLasw giactf7BzI","ye hjy0ugzeBbvxlra L","kw1vza i6xwrpkp qlkl"
"a58546f5-6ea3-4569-8c51-1afa3e07cc3b","MEM_SYN","100","13","968","NULL","OPEN","wj2h e8ehob5fqkzomf2","NULL","mmdz ch1xhkelvmiwmzf","p ojgvw1pbfzo btxbhc","zzkbebWuoxhCheiwneft","NULL","kiqf8fprjQafmosukeye","NULL","k nfc efmiKvdqpvoimf","ceilryiZeGxryssnisef","NULL","NULL"
"07936285-51c8-4993-866c-4b7a9b37fd5f","MEM_SYN","100","13","970","NULL","OPEN","NULL","NULL","NULL","NULL","NULL","NULL","jeixAbinfwxQckbl0Ytz","wdseQ wlldfIuutxdfih","m5zeasSwfCkx9f jonpw","NULL","qqui sfkh naxqaqSgtw","ara8lbg72ud qmjdkayy"
"4ee2951d-d39b-4b6a-96ce-df1e68370c99","MEM_SYN","100","13","971","NULL","OPEN","NULL","NULL","NULL","NULL","NULL"," FccwbgvkuqtxwPo8ubq","lygsf5i jRGj xzqA hx","NULL","rgd lemtelfix8cfpjre","NULL","NULL","dmss2yd t cyJL ammqq"
"f7739519-cd99-4d93-bdab-000e1d1566a6","MEM_SYN","100","13","974","NULL","OPEN","NULL","B JgjBrjsidskuFNazoy","eibaynQwnxlhmqngblXf","ziptI86tqWgieucz2ODl","eghjpgkearcn pahx jb","NULL","l2eqzh h0qqfdj Uvz h","AudBoxyaixuy21xyh7 g","agnjpqzI w3oaaskqiad","uaEtoqzoPk6cp 5yaGRz","AfnwFf6xzuv yv9amYsf","g ft7 Ibqeyw sie3l j"
"e7fa99e6-c495-402e-8c15-f6cb68795737","MEM_SYN","100","13","978","NULL","OPEN","NULL","dhmh  aseg3TMc cnxbM","NULL","gelw kNrryijd1rsXvlB","SmkgXvvf7nuwlSfmh4mB","NULL","NULL","NULL","NULL","tqwqe3hbzaagMtuhknnh","NULL","NULL"
"04837f8e-efef-4695-ba0f-f9affa7599a9","MEM_SYN","100","13","980","NULL","OPEN","NULL","6uaPjyUvgjskvymusy7l","NULL","NULL"," yjdtttvrigfm0uk1dwr","N PAlyc xbxtY x1ovug","NULL","NULL","D4dbkgliuugdssgnx 5h","NULL","NULL","NULL"
"2a830218-7467-44e0-8afd-b2ce620e3ccc","MEM_SYN","100","13","983","NULL","OPEN","hbpar usmk wvndv hzx","NULL","moaefrJk9cv gvdS0ltu","NULL","NULL","Pe cbh1bOlvbkxlkkOe ","NULL","NULL","NULL","r wtgabumOswlbqqgnns","4zbsxsn1zmzjquibExzk"," Pqfsxiugo slkkc1x2E"
"3d495ca6-d391-4efa-a5cb-c2cea3321cf2","MEM_SYN","100","13","986","NULL","OPEN","phnfbzhd1ibmumUconhh","Ejqpmwxvgcebhvskdbwj","gLhd cnnDhazwj zjo4u","9aege av3j3ox qlEddh","aRzsbjSvvlqlNwbc tr9","NULL","mijo7xntpsdrutNuvgzA","txajmluxdcpfjl9oys R","NULL","q5tiNaSG7lbosnwUq lj","NULL","zyfa r e nucxXbiTa o"
"a948f5b6-85b7-4925-b247-12313578adfc","MEM_SYN","100","13","987","NULL","OPEN","NULL"," fqwz1 w3pcbnsffe6  ","NULL","rhaid0jCewXmawbqmchv","NULL"," ziynhcPvcipn9uMsjq ","NULL","el heezq0q4z5tiphkF "," o5lss g1q qbb4iulob","NULL","ysdrf xngtdgkxlO 1s","NULL"
"7e4575b0-2e2a-45b8-a86d-f79c641b3a75","MEM_SYN","100","13","988","NULL","OPEN","m pdp 1t8dovldfuw79y","NULL","NULL","NULL","NULL","NULL","NULL","NULL","vqqkWvgXq pukv9 jvmo","xrnjpqrkqpqvdyai9jus","NULL","hpnlxlgmsut iaw4xszj"
"4659ef7c-9949-49a1-a464-f5e1faa923d6","MEM_SYN","100","13","990","NULL","OPEN","NULL","vdV1ZgKUayy rbqpjwuf","NULL","NULL","tzEugxticnrhbtcVgwjz","NULL","NULL","NULL","NULL","NULL","ygqqtBxwitgbsa aqoun","NULL"
"958eb47e-e655-4a91-9310-f908a0e0ad22","MEM_SYN","100","13","991","NULL","OPEN","Gtubddu7xvsY wkmn rl","6yjtcoapydf8p8 h1yjz"," jd iYd7rax iovgszuu","NULL","NULL","NULL","NULL","gnDifZwh Sltw8iimbnl","NULL","NULL","vLyesvqdthulnhlq jm6","NULL"
"b1ee8593-ff34-4914-ae71-68eecd338da1","MEM_SYN","100","13","1000","NULL","OPEN","NULL","wyt8sk nnfcpyymmodnu","3mpk5swMssbubbqalhla","NULL","qvmrstd37lk  dunxbzf","jiump zzipEL2u kfuPu","utcndwesuC9ae0nl8WcT","isrcw4d xjwhcfo7vrqx","77Vn ihrikxrmgeyplrl","O cbno4imyyalkoavhuj","ihiiynrscBih9cpssb1H"," wQrh xyhnkxmpX zL m"
"bb7d7f86-7a0b-4e97-aba0-efece996a168","MEM_SYN","100","13","1001","NULL","OPEN","NULL","oltvnaerL6sphuMqpp2o","NULL","NULL","NULL","NULL","fw7h rlpikYp uqtjjkW","NULL","NULL","jhhaLsstx7c0zbsbjack","NULL","wkemeo y42zxqgrlht t"
"46a7a06c-788d-497b-8445-b821ecab6f75","MEM_SYN","100","13","1010","NULL","OPEN","woktfuJc1wn 1kr9apUf","vn teag9g kgm dusdhl","wvqxaLzeewffjcOtcujv","NULL","tsyeVgkanidn4lqwzs44","bidltpyeoak gqlcuzbe","TqbK a 4nzbny ors gR","rjc aZk6spzswuildnep","xgtmjwxruPdivz1vbp f","9u gmsnfluS cmpLg7pr","NULL","NULL"
"e5710299-df9d-4fef-988b-e94e5a8a2da5","MEM_SYN","100","13","1011","NULL","OPEN","NULL","NULL","ymwc1dg4rvxvdgb1Haki","i eujrob cvanglimizv","NULL","zfzr Dgqao4x bttsjwz","gmjGco9 hawa7mv Aluu","NULL","NULL","7LeoprcsctwYcnaxsgsi","NULL","bxhtv elaxuvnsb xhz4"
"1d1023d2-5a83-4c8e-ae19-5e985ab548b4","MEM_SYN","100","13","1013","NULL","OPEN","NULL","NULL","NULL","guqa czdkf  gf k8ryz","ouxxtrtoqb1z o 9ttz ","Ou h0tgvjrvfrcqbd uK","u oaymdtzuu0lvdld4q ","twk5iealifyibpuD2hsa","NULL","NULL","NULL","nvbtZmjpciVbqYCzw8Rp"
"203982ba-117d-45a1-89af-cca697824c63","MEM_SYN","100","13","1021","NULL","OPEN","jtabnyIfscuevk6abthp","cmzry3fqcf7ctbor zz7","jft zjkvbs cz0jbwxyj","NULL","i07fkkcmkqwsjyRmnh6o","NULL","NULL","NULL","msrzvw mj9bxsq 0k1eC","NULL","Hoy ycxqGpdw X0La1Pu","s hrgcdgrxcvmkyixbje"
"bd826860-d5df-4437-8faa-430e356ca5f2","MEM_SYN","100","13","1022","NULL","OPEN","NULL","NULL","NULL","qhsbkvfq09bidpkabb2e","NULL","NULL","fsd7asihjhsobQZvv vv","cMxjciiqfSEkfawX4hnJ","yjx1tyjdeuTeiydyLobN","jsivguhl enwvevhdodr","NULL","usMekqjmkn hZahezpJv"
"7704081b-ff52-4a88-8d6c-d1a988f0e247","MEM_SYN","100","13","1023","NULL","OPEN","NULL","NULL","vrrpdbjlmZxot rmd ib","NULL","NULL","NULL","7zphio rxrhm9oY0z8x5","mygzgc xhlezrdi0dbha","wo1FEm5yvbzcRso 2p i","NULL","fdmgZchzwx9Vic opznc","NULL"
"65a21622-cfe0-49d5-b287-45f82bfa31fc","MEM_SYN","100","13","1024","NULL","OPEN","joqldhyzr hl7 gbuyc ","99giI4s etn4xmnonkrC","ckbmMeih4 sqLjdf ob ","ziqgvzsbrzRUkte qds ","A lzlncni9vShWxaosah","Qmyad z3y qrdccluaoy","NULL","NULL","nuaiancsnpbwxbXbw6xx","NULL","NULL","trgiiledwrlcq pml4eh"
"b51d9b8c-5715-439a-a9a9-b55e999a4a33","MEM_SYN","100","13","1025","NULL","OPEN","NULL","Qqsxzeayuqty qkrbni1","NULL","NULL","NULL","pbmrxskDnnc Czccyzu8","NULL","NULL","NULL","NULL","NULL","NULL"
"4caf3209-19ad-4716-adac-ae0d7217eb67","MEM_SYN","100","13","1028","NULL","OPEN","lCDpoj z6uyfhl gdkvu","ep I1ykmdhukxzw v8  ","bqxgoihFawf  zn5izs1","NULL","agd2a koB5ubornk7nqw"," iloN4KzskyixnSsu de","NULL","NULL","NULL","NULL","NULL","NULL"
"48ea1b7f-46c9-4265-ab62-d11f413e8c4c","MEM_SYN","100","13","1029","NULL","OPEN","  knuyqvtlhsssddsbcj","NULL","rmv ossvtmumlwcML 7m","iappxiuq0mcobuiwearv","jgthEfwrCyanqskxr xm","el japu0bmnuxgnghh44","NULL","NULL","fzr4 GvcadgsrfV ultl"," eptioYrnho7h uv2h s","ebx7iboxhotwvqhztbvz","lraAkhlulRr e Ktk 2 "
"f29224bc-a272-4898-9551-4752b2ce7e78","MEM_SYN","100","13","1030","NULL","OPEN","86pzkCsokYuj6tn diyG","NULL","zCo tvlAxroshi uskia","mwkkve jg 4mmywjxyha","ii4btcw tIjPnugkvlbV","ckontszypfaqlickemqm","gnfMxhwckwnNtb8jzqyb","NULL","NULL","hfqPvfs  Ffdwsmzb2kk","NULL","NULL"
"66134422-74ca-4c3f-ada6-91a274bc85ef","MEM_SYN","100","13","1031","NULL","OPEN","sp6jwbqvyhadvrc rMYh","NULL","ejhxttijhP62h ntqHve","plSsgDtk6w2c guovp i"," mokbuicu AslbtjjqNm","NULL","mklh0 oqgG58Kleojyr4","NULL","yz cdce vlqcnqz5jjqr","tjnfduyidfy5jh  rLh9","Yfttb wMihkcOzbhDmxj","qUksgvw ci eBpvhoZjd"
"b1f245e6-2dcc-4adf-a5ae-209e281285b5","MEM_SYN","100","13","1034","NULL","OPEN","NULL","NULL","p2qqVfcg9legrhuvekdb","NULL","NULL","NULL","pio3wcn h2g xcfpxqEm","pfy8wuwhqmj4vB0ybnu9","NULL","NULL","NQmKU1cmukisntvNbmr","NULL"
"a979a677-220e-4309-85fb-6d77bcbe44b5","MEM_SYN","100","13","1035","NULL","OPEN","NULL","xiykBqyzvfjz6sbprs2 ","craKj fRyEVHoyumwb w","NULL","dxz7ajcLtnfmyi zejqc","NULL"," f8rgvavn 0wmvL luri","mrpfreb7qagi3y7Oyt8e","xel7xkmaptvxdmgcsoqd","NULL","megvcjvu92 uvgxqrIax","NULL"
"94cf7342-c3f1-4215-9fb7-bbfe9936ad9a","MEM_SYN","100","13","1037","NULL","OPEN","cf2vpxhvhtfz8fjwou t","NULL","NULL","hfkbzeykjcjnjoy xbww","ejcaf dgpwovm36cmlDr","NULL","NULL","ykwf4hjesp1csfjxv yy","wtydpiIozKglda2s5g5b","NULL","vm6dglyzUthw xfgxgcj","NULL"
"b6946d43-5f67-4930-8fcc-fef94db6ea0e","MEM_SYN","100","13","1038","NULL","OPEN","NULL","izmlevcdeyml3xdjt Jp","NULL","cPxzkxzhIzcl qarxja7","NULL","NULL","NULL","NULL","NULL","ENewolsmcjtwpwrawely","NULL","NULL"
"0f8a8e4e-9fea-498f-8968-73a644a23cde","MEM_SYN","100","13","1039","NULL","OPEN","wqzv eBmabtktQ bvcm5","NULL","NULL","NULL","NULL","NULL","NULL","r bevrzvjrhsulscvjai","NULL","NULL","NULL","NULL"
"e52354a9-f8a8-44b5-a299-926fd28ffc2a","MEM_SYN","100","13","1040","NULL","OPEN","thpqg8nurjcWtmww fbo","0Gh3i0qow 7wuVgpqqgv","NULL","NULL","NULL","NULL","oxytldZ8ZCl72nbuxEzl","NULL","wnjmrueapsonwyqfakAm","e eghmvtbx7oaftcaaE4","NULL","qaq55baEjSgfdf5jqgah"
"ddea82c2-1293-4790-8bfc-408ba8b0d638","MEM_SYN","100","13","1043","NULL","OPEN","hd txoogei6m lw556oy","NULL","rtakRfo ygmkrAik ycb","nt6tpstmj egjc jugmf","WmJ 3gtxnazJxcjhr9uc","NULL","cksbWtlcr edcsahbiyf","zcqclorA m ltzGjyxmc","t7lzi3vohkvLjGmlhahi","nqac ubw6 tguot0U sl","tqW2mln jnyxqgnu wic","ad7dqz alfsueqrjcl2 "
"ecdcaa77-ddfe-4f09-a7c0-e105c086bd5a","MEM_SYN","100","13","1045","NULL","OPEN","qkrzayfwhtv  nPlgoiy","btdvq m9fNy8et7sfvzq","apkP8wq9GgzwvbK qxer","NULL","asq zfjrJ sbn1ovzsso","npx sjpmrxzuqfGoyfp ","qet4qcakqjpwfquXvesc","h yhqn ahtvirubao1od","yxshamhdbdsarybmSvfG","x 8vgf irac h8vjk1kn","k cpowo2Xgvvdna ilqg","bfl axg kbwpgohrFowx"
"c830ea67-648a-4518-af5a-55a1cea9e4a4","MEM_SYN","100","13","1046","NULL","OPEN","s4Gacvsvata tgk sFD ","g1rgihfoq8eY nvibohh","NULL","NULL","bmtfpodtMvxyse kngaH"," WdXsu31dsvhlpuqdse ","NULL","NULL","mvokcmtdicgh1ap bipk","owlxlwuflfyaeDeeo Lo","NULL","NULL"
"bc2b94db-050a-488b-8013-d90abb327fe7","MEM_SYN","100","13","1048","NULL","OPEN","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","oynDsnwqmeacqzua0bRo"
"a9fd6dd2-0d00-44f5-82f4-9bfaede04674","MEM_SYN","100","13","1053","NULL","OPEN","o k3Hx7gyfrcml6hpak2","akcdy68IadC mquonevd","Tmmd7gcah2byvroimwQf","NULL","NULL","zy0idjy  ej zsiw1egs","e4eacdifh0y nwqyggmk","NULL","u vq1fmoplxe2ossdgho","NULL","NULL","v9vF9dwezuigmTOejjgo"
"f7bda7cd-0122-41a1-a7ca-6891be0c7a24","MEM_SYN","100","13","1054","NULL","OPEN","NULL","NULL","NULL","kohX   m3r fzdsowoVv"," jgfsuzV iaevs Jtm3l","xoqdcUfuhodg wm uwlk","cX  iukwpSqg  gczpt2","NULL","hqwMtrjbxasauz c9bnp","NULL","NULL","NULL"
"e5190d79-0f08-40b2-982e-2e24561eb324","MEM_SYN","100","13","1056","NULL","OPEN","xljxmtu9kqqbf gabHps","NULL","bwcop0dhvc SzdzV1jux","NULL","NULL","swObunzhmdwa91aJdosp","sizijw1Bqefanxyxp1 g","NULL","d gwq1mqlriibxzlyc c","NULL","NULL","NULL"
"0ba29dfb-57c0-4423-b809-027aeae1950b","MEM_SYN","100","13","1057","NULL","OPEN","N1euyrogaqmFpokgicvf","NULL","Gzz9lpbSoSj eadasz8e","NULL","NULL","NULL","ljlpwmh b dkb  x axm","bkfikxgefxrk9zofG mw","byka hwzgsukkhbfq2ji","NULL","tll vtu rpjxbbll  hx","NULL"
"76f2ca82-70a4-4028-99a2-a0912b4f3339","MEM_SYN","100","13","1058","NULL","OPEN"," xncqtekhjcbwb zlwhm","NULL","NULL","wypifhfb rdbiox  vyy","NULL","NULL","NULL","atfzimmjeLcomedoxjur","ah6vcjN6xjhrmwwuntwp","NULL","NULL","6zre axtlvkygtA2s  4"
"b3819f81-6e24-4b58-9127-e3f314ad117e","MEM_SYN","100","13","1060","NULL","OPEN","txnzjb  sh8xncqzetbx","NULL","NULL","NULL","NULL","miboc Psqjmts9ihe1ui","k  cdbevOzJlhfsNl NV","01ruvprepxoyrnaxzPra","zqc sqfmuKkhyocgueuh","NULL","mz spspkgzpouwufnr6","NULL"
"061000d9-fe22-4ced-a82d-4e6db6f931f3","MEM_SYN","100","13","1061","NULL","OPEN","kvhgppf9sjEel0 tayem","xbqe0aczqwqspxkgkLlw","myrjkd9kzzvxtho9ncq ","midbghNsdedfcHr zjct","zvwsykr rtRvbed1ehzu","NULL","NULL","NULL","m zaZqfy  hiI59lfswA","NULL","NULL","pddstRmgOcwBtvrivxr "
"e8aaf172-c2ca-499f-a7f4-48e0f823c718","MEM_SYN","100","13","1066","NULL","OPEN","oxjjyiqmphhizrKqi lp","o zrguLwFnqfozwvlnnr","1ndpgpqrmxnszlDucjxa","gocemvm pkbiqj5 am6s","NULL","swkLyaph fjkq5wweib ","NULL","gnvV1ehdgFuwquc kwm ","NULL","m voj yrsvuibaqa cpm","NULL","qwo8r bVniK txU  x T"
"fb02c34c-8dab-4c2a-a62c-938fd284f824","MEM_SYN","100","13","1067","NULL","OPEN","yso6cojxqJnytiaoywcm","NULL","bKeltebxL ve pdewujq","NULL","hhwihpgmve3vWy bj8lk","NULL","NULL","NULL","hq 9vpoiuhunJv5zfXmq","cuDlPnvrdh0yo idubKe","NULL","NULL"
"0eaf08d0-d8b6-484c-b94d-33a97a9d446e","MEM_SYN","100","13","1069","NULL","OPEN","NULL","ohemsglgzrfxzljmfxu6","u4tl mmdri   pf1 rgg","i nkkagskjolc gwtrjy","NULL","iiEs fjgkcirydW xakx","NULL","taprNe yrwngzq Umxia","NULL","0crf0hagzlvilclvysx6","5mk 6glidwz sheb9 do","ekx55nrxplgvZfPhgupw"
"444a6839-608c-4d35-be17-9400163f3a18","MEM_SYN","100","13","1070","NULL","OPEN","ad ntxolh9f drmdG  V","cmfgzkge4t hfja af8i","NULL","voemifjj0z9txoOtvfss","qaesnnnhjjux4sedcbnb","NULL","NULL","tgtdqmtomizsocuq9APg","pwwGh uAccayquvhiGbc","NULL","NULL","xDjtfcjztinngwxytcg1"
"60d603bd-517b-46c6-aaa4-5b85856cc4f3","MEM_SYN","100","13","1073","NULL","OPEN","NULL","zuawybb mm3b kces qd","NULL","NULL","xabU80rwg r hjc34lQv","NULL","stqm zm rwd  bu1kzyl","NULL","hfitxq sqfp2fIvstyJx","NULL","NULL","NULL"
