"recordIdentifier","recordType","organizationCustomerIdentifier","programCustomerIdentifier","memberCustomerIdentifier","previousMemberCustomerIdentifier","memberStatus","fullName","firstName","middleName","lastName","streetLine1","streetLine2","city","state","postalCode","country","phoneNumber","emailAddress","membershipStartDate","membershipEndDate","productIdentifier","productTemplateField1","productTemplateField2","productTemplateField3","productTemplateField4","productTemplateField5"
"2c9d1564-ef7b-45e0-a426-ee368c241ad8","MEM_SYN","160","8488","10941956","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"6b97ea8a-95b9-4e5e-b340-cfd2aeeb5ef3","MEM_SYN","160","8488","10941969","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"e455eda0-1610-4415-8796-00a27d429629","MEM_SYN","160","8488","10941982","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"a49ecb34-3b84-4fcc-8007-ed444242ac9e","MEM_SYN","160","8488","10941995","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b6473bef-ea36-44df-af46-23e4aa6cd88c","MEM_SYN","160","8488","10942008","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"33628b8c-f739-4f3c-9c0a-a82601a951ec","MEM_SYN","160","8488","10942021","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"6ae5f57b-c6df-4c5b-8f7d-3f4198e992d8","MEM_SYN","160","8488","10942034","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"3317a8f9-7c45-4f24-833a-98a456ae30e8","MEM_SYN","160","8488","10942047","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"563768e0-a42e-459b-904d-f7807d86c8f4","MEM_SYN","160","8488","10942060","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"04285031-aede-4e2a-94de-dd542c14ea54","MEM_SYN","160","8488","10942073","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"985e472a-2b7b-4bcf-99ac-e4a74f16a06b","MEM_SYN","160","8488","10942086","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"a03347b2-0b6f-48c1-a750-28098f732806","MEM_SYN","160","8488","10942099","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"34989a0f-f7b7-4e9e-ad40-689e8f914fe7","MEM_SYN","160","8488","10942112","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"7ebc83d4-4af4-4e15-a57c-32dbcc9cf5c9","MEM_SYN","160","8488","10942125","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"c52009b1-e493-44f9-b755-1c3baf180964","MEM_SYN","160","8488","10942138","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"c0b60031-6da2-4b0f-803f-46c6efbb6583","MEM_SYN","160","8488","10942151","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"597b6088-0eae-4185-ab54-fcd5050d8a88","MEM_SYN","160","8488","10942164","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"c7e2f96b-fd14-41a9-bec5-fcf3c4fdd059","MEM_SYN","160","8488","10942177","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b66ea636-c92f-49a9-9383-2577f8896761","MEM_SYN","160","8488","10942190","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"86c032f4-036f-4040-bf56-b908a8e41df7","MEM_SYN","160","8488","10942203","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"6b64512d-44b7-418f-9289-6e50ad97b865","MEM_SYN","160","8488","10942216","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"36bf6372-5685-467d-ae97-65f6f5fcfb6a","MEM_SYN","160","8488","10942229","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"804ed941-1719-4161-9ab6-4cb76d76f72a","MEM_SYN","160","8488","10942242","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"7e80d1d9-7b44-4288-bfb3-16ca1d501bf4","MEM_SYN","160","8488","10942255","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"e4650083-0f42-4d59-81b8-35f4a5958d81","MEM_SYN","160","8488","10942294","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"f81eceb2-d9f3-4d81-a0e4-6971f479741f","MEM_SYN","160","8488","10942307","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"232e5a83-3186-4510-ab25-eac3bd6beca6","MEM_SYN","160","8488","10942320","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b7bf98c2-1d28-4011-8a65-d0c56bdc1a63","MEM_SYN","160","8488","10942333","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"824736d6-ab25-4580-91b3-2ed17cf0e18d","MEM_SYN","160","8488","10942346","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"1b78bc2e-a3e1-4247-a417-a634bb134fab","MEM_SYN","160","8488","10942359","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"af030198-2a70-4544-8274-b5a0e252a355","MEM_SYN","160","8488","10942372","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"51749631-c9fd-4d57-96b2-7a04f4112615","MEM_SYN","160","8488","10942385","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"cd100214-5f6d-4c31-8f36-e571de26aa89","MEM_SYN","160","8488","10942398","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"47437e6c-cf28-40ea-99a1-7ca578eb55c5","MEM_SYN","160","8488","10942411","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"a542197f-5143-414f-8671-1ab8278f3850","MEM_SYN","160","8488","10942424","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"a4cfff98-72ac-4bf5-8421-48a70b16af9b","MEM_SYN","160","8488","10942437","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"ee103ea8-3d9e-4b7b-bc8b-af822f620cec","MEM_SYN","160","8488","10942450","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"4776c9bc-d2d1-4a99-8548-9ea5ff1ea077","MEM_SYN","160","8488","10942463","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b1710fe3-c1be-4d40-a8ef-5ca6618a92da","MEM_SYN","160","8488","10942476","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"22c89c4e-dde7-4f93-b5cd-d2d3f8b5f9ec","MEM_SYN","160","8488","10942489","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"e425f77a-9de1-4af8-9e88-496428e05e14","MEM_SYN","160","8488","10942502","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"da122797-be56-4bfd-86b1-439a367a10bf","MEM_SYN","160","8488","10942515","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"731aee3e-10aa-4aed-adfa-ec09bd7798c1","MEM_SYN","160","8488","10942541","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"18c67925-c41b-4401-b83a-131b6e72418a","MEM_SYN","160","8488","10942554","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"d3110899-21d2-4ef5-9019-f0b7ca2b86dc","MEM_SYN","160","8488","10942567","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"4367c238-cdcd-44cd-9c7d-74912d2659fe","MEM_SYN","160","8488","10942580","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"38a217f5-2177-425a-a7be-a24db5f5110c","MEM_SYN","160","8488","10942593","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"a0e32976-df0e-4e35-9489-0b18fabe757a","MEM_SYN","160","8488","10942905","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"9951ae95-722f-46ca-98a6-14f061318c8d","MEM_SYN","160","8488","10942918","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"7726711f-73b5-4141-b243-8edcc904424b","MEM_SYN","160","8488","10942931","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"a75997d6-94ab-4cd5-9e50-b86f8063f97c","MEM_SYN","160","8488","10942944","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"4715fd24-11b4-4a16-b976-75aa52d0df49","MEM_SYN","160","8488","10942957","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"c47a5783-bf2c-4ee4-85b9-db54bd0a9bf0","MEM_SYN","160","8488","10942970","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b83f507c-8c21-44bf-bf4b-42b0e5439c2f","MEM_SYN","160","8488","10942983","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"91316143-ba8a-403f-abbf-276438de72da","MEM_SYN","160","8488","10942996","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"403daccf-dac7-4262-a24e-0f45cab73052","MEM_SYN","160","8488","10943009","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"2957f3cc-8066-4a81-8912-22fef7bf3c36","MEM_SYN","160","8488","10943022","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"798ed478-6513-4abd-9db8-9f2d90cb476c","MEM_SYN","160","8488","10943035","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"5176e42d-c67d-40a0-a49a-b21e63b5202c","MEM_SYN","160","8488","10943048","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b6ea0e0c-cbb5-4b88-a90c-b5fb8c9bdc6e","MEM_SYN","160","8488","10943061","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"90f13abf-2126-4e12-bb2b-c817f27a75a8","MEM_SYN","160","8488","10943074","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"169be8d9-f5a6-4534-85db-0fce1530ccef","MEM_SYN","160","8488","10943087","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"f99b4703-5c05-4c27-bddd-89216c4040e6","MEM_SYN","160","8488","10943100","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"5707b9a9-9060-464a-86b2-34e16be61a2d","MEM_SYN","160","8488","10943113","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"90c52d97-4cb5-490b-93b7-0f1847f5d455","MEM_SYN","160","8488","10943139","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"535d009f-1827-4d3a-92d9-1a300f091997","MEM_SYN","160","8488","10943152","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"41c0a2a9-8eb3-4fdd-b9d6-80c7799b4956","MEM_SYN","160","8488","10943165","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"50b67590-6fb0-4ff2-8cc4-30c2c392199e","MEM_SYN","160","8488","10943178","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"4fb9aa2f-af99-4fc8-a09b-fa09621d38d5","MEM_SYN","160","8488","10943191","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"716c190f-393c-4fde-87f2-d6cc03632cab","MEM_SYN","160","8488","10943204","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"bb328e13-3e7d-4465-ba6b-732c9119ceb3","MEM_SYN","160","8488","10943217","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"8f323c8f-f03f-4ca8-9fe5-bf313da28216","MEM_SYN","160","8488","10943230","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"4eaf3c2e-54a8-4c7b-a9b0-2946d600b1f8","MEM_SYN","160","8488","10943243","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"a9fbba66-7ff5-4748-a33f-aaba2e8df0c2","MEM_SYN","160","8488","10943256","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"dd8632ba-2889-4de8-8244-a15535981ab6","MEM_SYN","160","8488","10943295","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"2aa0b5c2-472a-45af-8790-824a09309603","MEM_SYN","160","8488","10943308","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"e3389eb4-f1cb-45f5-a48b-271063284e30","MEM_SYN","160","8488","10943321","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"fc48f04f-e780-4948-9cbc-62684a6de6b4","MEM_SYN","160","8488","10943334","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b5a71574-9f18-4208-bb38-d77d3ad7af31","MEM_SYN","160","8488","10943347","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b52f8d4b-2e77-47e9-ac2c-c8655f1514de","MEM_SYN","160","8488","10943360","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"d0bbcc8f-2f3e-4b6a-9a16-6bb9778dcc98","MEM_SYN","160","8488","10943373","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"3c040ffb-17bc-4335-a2f9-8de2872d41fc","MEM_SYN","160","8488","10943386","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"370ecd6b-3440-43b3-b1c7-81276752f008","MEM_SYN","160","8488","10943399","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"0edd29af-4d73-4b0b-abe4-330c09198f06","MEM_SYN","160","8488","10943412","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"5c5a75a5-cebb-4531-bd35-7f86726fb6f2","MEM_SYN","160","8488","10943425","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"235fdf33-6e63-484d-b4d2-cfc1b2d78485","MEM_SYN","160","8488","10943438","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"f5d8bb36-e198-4d38-9e5d-56c4c511429e","MEM_SYN","160","8488","10943451","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"fd66c690-b5e9-4e31-8a5d-933dd7283d4a","MEM_SYN","160","8488","10943464","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"f8792f2f-f145-416c-94ec-6b53b50c3ad6","MEM_SYN","160","8488","10943477","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"1c03a93f-0c5b-4926-b084-47b72d68104e","MEM_SYN","160","8488","10943490","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"d5757e13-703a-4014-8298-93048a041576","MEM_SYN","160","8488","10943503","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"7aaa49ad-d00f-46a0-b430-33cfbc3942cb","MEM_SYN","160","8488","10943516","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"e1b398b9-a562-44c6-a79c-8f05a6839979","MEM_SYN","160","8488","10943529","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"ddf9d8d5-f98e-4b14-9321-5c6775619e6e","MEM_SYN","160","8488","10943542","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"ba3e9949-d73a-4c67-af2a-9ac968cce8a2","MEM_SYN","160","8488","10943555","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"07d6383d-14ff-49c8-8647-21b1f9d61483","MEM_SYN","160","8488","10943568","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"4e086b31-65a4-488e-b972-8252ba6d309c","MEM_SYN","160","8488","10943581","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"3fa126f3-d627-4483-aa18-9d6a1299de6a","MEM_SYN","160","8488","10943594","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"7f6999aa-14a5-435c-8ff9-41710c329a03","MEM_SYN","160","8488","10943607","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"b72d4d74-2ad1-44dd-aa70-d72973c05a39","MEM_SYN","160","8488","10943620","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"ada6c1c9-6e37-4c61-8f06-2cadd42f019c","MEM_SYN","160","8488","10943633","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"c2cbc2ae-4a93-4557-99e8-b26f14881000","MEM_SYN","160","8488","10943646","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"3fccef91-c04d-45cd-be34-3dbaa775b8a0","MEM_SYN","160","8488","10943659","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"181fda12-04d8-4de9-96ec-4d0acdb2f55d","MEM_SYN","160","8488","10943672","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"0385e936-5a36-4ca2-bde6-1b67654f3146","MEM_SYN","160","8488","10943685","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"8c753ab4-81be-4aff-946e-6c6b1bd296a5","MEM_SYN","160","8488","10943698","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"74ddcb9f-d5d6-4c21-9913-693bac2ef52b","MEM_SYN","160","8488","10943711","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"1afea150-9d10-4596-9d83-9436fcdda0bf","MEM_SYN","160","8488","10943724","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"a9c83197-579a-447f-8972-51782e8c5686","MEM_SYN","160","8488","10943737","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"a577d097-14d1-485b-9bc8-f1f8107ddc31","MEM_SYN","160","8488","10943750","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"0e1723b6-8ea0-4b08-85e4-0032b8cddb33","MEM_SYN","160","8488","10943763","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"9aa5e467-71a5-4544-87e2-ad6d9476b5b6","MEM_SYN","160","8488","10943776","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
"c8dfd644-ecf3-4786-bd93-780b7006cc6c","MEM_SYN","160","8488","10943789","NULL","OPEN","NULL","tom","NULL","","","NULL","","WI","12345","","NULL","here@there.com","NULL","20300101","NULL","NULL","NULL","NULL","NULL","NULL"
